"Hugo_Symbol","Tumor_Sample_Barcode","Variant_Classification","Variant_Type","Cytoband","key","cito","N_samples","total","Fract"
"FRS3","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"SLC22A7","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"APOBEC2","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"CAPN11","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"ENPP4","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"CUL9","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"UBR2","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"KIAA0240","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"ZNF318","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"YIPF3","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"USP49","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"GNMT","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"PRICKLE4","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MRPL2","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"CLIC5","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREM2","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREM1","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"GTPBP2","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MRPS18A","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MRPS10","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TMEM63B","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TRERF1","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"AARS2","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"XPO5","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"ENPP5","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MRPL14","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"DLK2","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREML2","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TTBK1","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"RRP36","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"ABCC10","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"KLC4","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TJAP1","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"FOXP4","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"KLHDC3","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TAF8","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"PTCRA","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TCTE1","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"SPATS1","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"C6orf223","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"RSPH9","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"LRRC73","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREML2P1","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"LOC221442","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"C6orf130","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TSPO2","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"UNC5CL","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREML4","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"RPL7L1","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREML1","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREML3","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"SLC35B2","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"CRIP3","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"C6orf226","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TMEM151B","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"ATP6V0CP3","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"C6orf132","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MIR586","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"LOC100132354","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TOMM6","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MIR4647","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MIR4641","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MIR4642","sgit-st100-01-000-001","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"hsa-mir-1180","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"hsa-mir-33b","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"hsa-mir-1288","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ADORA2B","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ALDH3A1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ALDH3A2","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"DRG2","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FOXO3B","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FLII","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"LLGL1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MEIS3P1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MFAP4","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MAPK7","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"PRPSAP2","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SHMT1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SREBF1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TOP3A","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"UBB","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"RNF112","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"COPS3","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"PIGL","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"NCOR1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ULK2","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"CCDC144A","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"PEMT","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FBXW10","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TRIM16","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"RAI1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"GRAP","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"AKAP10","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"EPN2","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MPRIP","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TNFRSF13B","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SNORD49A","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"B9D1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FAM18B1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MYO15A","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TRPV2","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"RASD1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ALKBH5","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TTC19","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MED9","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SLC47A1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"NT5M","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ZNF286A","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ZNF287","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ZNF624","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"C17orf39","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FAM106A","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"LRRC48","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ATPAF2","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SPECC1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"C17orf76-AS1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ZSWIM7","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SMCR7","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SLC5A10","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SMCR5","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SMCR8","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SMCR9","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TOM1L2","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SLC47A2","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TRIM16L","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"USP32P1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"CENPV","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FLCN","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"PLD6","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"USP32P2","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TBC1D28","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"CCDC144B","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"LOC339240","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TBC1D26","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"CDRT1","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FAM211A","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"KRT16P2","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"GRAPL","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"CDRT15P2","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FAM83G","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"EVPLL","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"LGALS9C","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SNORA59B","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SNORA59A","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SNORD49B","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SNORD65","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MIR33B","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ZNF286B","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FAM106CP","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MIR1288","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MIR1180","sgit-st100-01-000-001","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"hsa-mir-339","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"GNA12","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"GPER","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"LFNG","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"NUDT1","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"PDGFA","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"PRKAR1B","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"MAFK","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"MAD1L1","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"EIF3B","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"KIAA0415","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"ADAP1","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"IQCE","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"SUN1","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"INTS1","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"SNX8","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"FTSJ2","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"GET4","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"CYP2W1","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"HEATR2","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"CHST12","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"RADIL","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"FAM20C","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"MICALL2","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"TTYH3","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"PSMG3","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"C7orf50","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"CARD11","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"ZFAND2A","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"COX19","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"KIAA1908","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"GPR146","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"AMZ1","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"TMEM184A","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"BRAT1","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"SDK1","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"FOXK1","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"TFAMP1","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"UNCX","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"ELFN1","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"FLJ44511","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"LOC442497","sgit-st100-01-000-001","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
